2011-07-06 12:22:14,231 INFO  coreservlets.HelloServlet3 :25 - invoked the LoggingServlet..........
2011-07-06 14:40:48,380 INFO  coreservlets.HelloServlet3 :44 - invoked the LoggingServlet..........
2011-07-06 14:40:48,396 INFO  coreservlets.HelloServlet3 :50 - http://192.168.1.63:8201/intro/seep
2011-07-06 14:40:48,396 INFO  coreservlets.HelloServlet3 :51 - 
2011-07-06 14:40:48,396 INFO  coreservlets.HelloServlet3 :57 - con...
2011-07-06 14:40:49,598 INFO  coreservlets.HelloServlet3 :70 - error
2011-07-06 14:40:49,598 INFO  coreservlets.HelloServlet3 :86 - end..........
2011-07-06 15:24:04,385 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 15:24:04,385 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 15:24:04,385 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 15:24:04,385 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 15:26:18,998 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 15:26:18,998 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 15:26:18,998 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 15:26:18,998 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 15:26:28,031 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 15:26:28,031 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 15:26:28,031 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 15:26:28,031 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 15:30:06,732 INFO  org.apache.struts.util.PropertyMessageResources :127 - Initializing, config='org.apache.struts.util.LocalStrings', returnNull=true
2011-07-06 15:30:06,763 INFO  org.apache.struts.util.PropertyMessageResources :127 - Initializing, config='org.apache.struts.action.ActionResources', returnNull=true
2011-07-06 15:45:29,832 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 15:45:29,847 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 15:45:29,847 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 15:45:29,847 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:31:56,165 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:31:56,181 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:31:56,181 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:31:56,181 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:31:56,540 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:31:56,634 INFO  coreservlets.HelloServlet3 :75 - end..........
2011-07-06 16:32:06,054 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:32:06,054 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:32:06,054 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:32:06,054 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:32:06,070 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:32:06,070 INFO  coreservlets.HelloServlet3 :75 - end..........
2011-07-06 16:35:24,983 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:35:24,983 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:35:24,983 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:35:24,983 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:35:25,280 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:35:25,390 INFO  coreservlets.HelloServlet3 :73 - end..........
2011-07-06 16:38:00,293 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:38:00,293 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:38:00,293 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:38:00,293 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:38:00,589 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:42:07,700 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:42:07,716 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:42:07,716 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:42:07,716 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:42:08,044 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:43:48,813 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:43:48,828 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:43:48,828 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:43:48,828 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:43:49,125 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:43:52,484 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:43:52,484 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:43:52,484 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:43:52,484 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:43:52,500 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:48:01,219 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:48:01,219 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:48:01,219 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:48:01,219 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:48:01,516 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:48:08,969 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:48:08,969 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:48:08,969 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:48:08,969 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:48:08,984 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:49:46,675 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:49:46,675 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:49:46,675 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:49:46,691 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:49:46,988 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:49:47,082 INFO  coreservlets.HelloServlet3 :78 - end..........
2011-07-06 16:51:06,041 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:51:06,041 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:51:06,041 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:51:06,041 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:51:06,353 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 16:54:37,515 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 16:54:37,515 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 16:54:37,515 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 16:54:37,515 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 16:54:37,828 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:01:36,011 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:01:36,027 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:01:36,027 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:01:36,027 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:01:36,323 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:01:36,417 INFO  coreservlets.HelloServlet3 :80 - end..........
2011-07-06 17:01:39,511 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:01:39,511 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:01:39,511 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:01:39,511 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:01:39,526 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:01:39,526 INFO  coreservlets.HelloServlet3 :80 - end..........
2011-07-06 17:01:40,979 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:01:40,979 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:01:40,979 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:01:40,979 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:01:40,979 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:01:40,979 INFO  coreservlets.HelloServlet3 :80 - end..........
2011-07-06 17:01:41,870 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:01:41,870 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:01:41,870 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:01:41,870 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:01:41,870 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:01:41,870 INFO  coreservlets.HelloServlet3 :80 - end..........
2011-07-06 17:03:28,732 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:03:28,732 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:03:28,747 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:03:28,747 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:03:29,029 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:03:29,138 INFO  coreservlets.HelloServlet3 :81 - end..........
2011-07-06 17:05:28,217 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:05:28,217 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:05:28,217 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:05:28,217 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:05:28,530 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:05:28,623 INFO  coreservlets.HelloServlet3 :86 - end..........
2011-07-06 17:13:03,537 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:13:03,552 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:13:03,552 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:13:03,552 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:13:03,849 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:13:03,959 INFO  coreservlets.HelloServlet3 :88 - end..........
2011-07-06 17:13:12,926 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:13:12,926 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:13:12,926 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:13:12,942 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:13:12,942 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:13:12,942 INFO  coreservlets.HelloServlet3 :88 - end..........
2011-07-06 17:14:12,247 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:14:12,247 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:14:12,247 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:14:12,247 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:14:12,544 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:14:12,653 INFO  coreservlets.HelloServlet3 :84 - end..........
2011-07-06 17:16:14,545 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:16:14,545 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:16:14,545 INFO  coreservlets.HelloServlet3 :44 - 
2011-07-06 17:16:14,545 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:16:14,873 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:16:14,967 INFO  coreservlets.HelloServlet3 :85 - end..........
2011-07-06 17:20:03,798 INFO  coreservlets.HelloServlet3 :37 - invoked the LoggingServlet..........
2011-07-06 17:20:03,814 INFO  coreservlets.HelloServlet3 :43 - http://192.168.1.63:8201/intro/seep
2011-07-06 17:20:03,814 INFO  coreservlets.HelloServlet3 :44 - 5
2011-07-06 17:20:03,814 INFO  coreservlets.HelloServlet3 :47 - con...
2011-07-06 17:20:04,111 INFO  coreservlets.HelloServlet3 :53 - ok
2011-07-06 17:20:04,220 INFO  coreservlets.HelloServlet3 :77 - success
2011-07-06 17:20:04,220 INFO  coreservlets.HelloServlet3 :84 - end..........
